title,price,price_unit,price_per_sqm,room_type,area,orientation,floor,year,community,district,business_area,location,tags,url,crawl_time
九棵树(家乐福)海通梧桐苑2室1厅,230,万,24708元/㎡,2室1厅1卫,93.09,南北,中层(共6层),2008,海通梧桐苑,通州,九棵树,通州 九棵树 云景东路80号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4318221350837248x.shtml?auction=201&hpType=60&entry=102&position=38&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_38&from=from_esf_List_search&index=42,2025-11-28 12:20:51
北七家龙冠冠华苑萱草园2室2厅,185,万,21018元/㎡,2室2厅2卫,88.02,南北,低层(共11层),2018,龙冠冠华苑萱草园,昌平,北七家,昌平 北七家 定泗路103号,南北 满五年 采光较好 多人关注,https://bj.58.com/ershoufang/4123789832559616x.shtml?auction=201&hpType=60&entry=102&position=39&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_39&from=from_esf_List_search&index=43,2025-11-28 12:20:51
友谊医院1000 ，华龙小区，中间层三居，南北通透，满五,218,万,22554元/㎡,3室1厅1卫,96.66,南北,中层(共6层),1998,龙旺庄小区,通州,潞苑,通州 潞苑 芙蓉东路,南北 满五年 绿化率高 采光较好,https://bj.58.com/ershoufang/4019322146167812x.shtml?auction=201&hpType=60&entry=102&position=40&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_40&from=from_esf_List_search&index=44,2025-11-28 12:20:51
天通西苑二区 新上东西双卫板楼大两居 出行方便 近地铁,308,万,22583元/㎡,2室2厅2卫,136.39,东西,低层(共13层),2003,天通西苑二区,昌平,天通苑,昌平 天通苑 立汤路,东西 房东发布 满五年 近地铁,https://bj.58.com/ershoufang/4166423343094795x.shtml?auction=201&hpType=60&entry=102&position=41&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_41&from=from_esf_List_search&index=45,2025-11-28 12:20:51
万科物业直营 华府二期南向大两居  优户型,399,万,44676元/㎡,2室2厅1卫,89.31,南北,高层(共27层),2014,金域华府东(金域华府二期),昌平,龙域,昌平 龙域 龙域北街1号,南北 近地铁,https://bj.58.com/ershoufang/3388095097266178x.shtml?auction=201&hpType=60&entry=102&position=42&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_42&from=from_esf_List_search&index=46,2025-11-28 12:20:51
全明格局 一层   固定车位免费 自带充电桩 南北通透 满五,550,万,74325元/㎡,3室1厅1卫,74,东南,低层(共6层),1992,交大东路31号院,海淀,交通大学,海淀 交通大学 交大东路31号,东南 热门小区 南北通透 优势户型,https://bj.58.com/ershoufang/4308210076459020x.shtml?auction=220&hpType=60&entry=102&position=43&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_43&from=from_esf_List_search&index=47,2025-11-28 12:20:51
小区经典户型 户型方正 动静分离      看房随时,465,万,46389元/㎡,2室1厅2卫,100.24,东南,高层(共28层),2000,望京西园三区,朝阳,望京,朝阳 望京 望京街,东南 有电梯 近地铁 户型方正,https://bj.58.com/ershoufang/4310653964606465x.shtml?auction=201&hpType=60&entry=102&position=44&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_44&from=from_esf_List_search&index=48,2025-11-28 12:20:51
南二环.开阳里三区.精装修电梯房有钥匙.出小区即到景风门地铁,450,万,49181元/㎡,2室2厅1卫,91.5,东,高层(共22层),2003,开阳里三区,丰台,右安门,丰台 右安门 开阳里三街,东 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4204658627272710x.shtml?auction=201&hpType=60&entry=102&position=45&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_45&from=from_esf_List_search&index=49,2025-11-28 12:20:51
东二环 劲松八区 两居室,218,万,40000元/㎡,2室1厅1卫,54.5,东西,低层(共6层),1983,劲松西社区(劲松八区),朝阳,劲松,朝阳 劲松 劲松路,东西 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3356991856417803x.shtml?auction=201&hpType=60&entry=102&position=46&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_46&from=from_esf_List_search&index=50,2025-11-28 12:20:51
武夷   运河商务区 新华联运河湾 6号线地铁 京杭运河,435,万,40230元/㎡,2室1厅2卫,108.13,南,低层(共26层),2010,运河湾(南区),通州,武夷花园,通州 武夷花园 潞通大街198号,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/3434658863782916x.shtml?auction=201&hpType=60&entry=102&position=47&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_47&from=from_esf_List_search&index=51,2025-11-28 12:20:51
前排三居室，正南正北，业主诚意卖，有车位，随时看房,990,万,56884元/㎡,3室2厅2卫,174.04,南北,低层(共31层),2007,世茂奥临花园,朝阳,北苑,朝阳 北苑 清林路一号,南北 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/4174656141503488x.shtml?auction=201&hpType=60&entry=102&position=48&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_48&from=from_esf_List_search&index=52,2025-11-28 12:20:51
万年花城三期 商品房满五  ，近地铁，配套设施齐全,395,万,42773元/㎡,2室1厅1卫,92.35,东西,低层(共14层),2006,万年花城玫瑰碗(万年花城三期),丰台,玉泉营,丰台 玉泉营 芳菲路88号,东西 热门小区 近地铁 配套成熟,https://bj.58.com/ershoufang/4136874143149057x.shtml?auction=220&hpType=60&entry=102&position=49&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_49&from=from_esf_List_search&index=53,2025-11-28 12:20:51
购物方便 中间好楼层 大两居 满五 南北通透 密度低,205,万,20099元/㎡,2室2厅1卫,102,南北,中层(共6层),2002,温泉花园(B区),昌平,北七家,昌平 北七家 东北路,南北 满五年 户型方正,https://bj.58.com/ershoufang/4318231949437960x.shtml?auction=201&hpType=60&entry=102&position=50&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_50&from=from_esf_List_search&index=54,2025-11-28 12:20:51
万达富力金禧花园2室2厅，南北通透，高楼层，通风采光好,485,万,54667元/㎡,2室1厅1卫,88.72,南北,高层(共27层),2015,富力金禧花园,通州,新华大街,通州 新华大街 新华南路,南北 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/3795791062966274x.shtml?auction=201&hpType=60&entry=102&position=51&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_51&from=from_esf_List_search&index=55,2025-11-28 12:20:51
新上 户型方正 CBD永安里建外 高层 双面采光 落地窗,590,万,29980元/㎡,2室2厅1卫,196.8,西北,高层(共25层),2004,建外SOHO西区,朝阳,建外大街,朝阳 建外大街 东三环中路39号,西北 满五年 近地铁 车位充足,https://bj.58.com/ershoufang/3048167293378562x.shtml?auction=201&hpType=60&entry=102&position=52&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_52&from=from_esf_List_search&index=56,2025-11-28 12:20:51
CBD现代城3室 客厅4.9 大面宽,727,万,49925元/㎡,3室1厅2卫,145.62,东,高层(共28层),1999,SOHO现代城,朝阳,CBD,朝阳 CBD 建国路88号,东 满五年 近地铁 户型方正,https://bj.58.com/ershoufang/4268499208903683x.shtml?auction=201&hpType=60&entry=102&position=53&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_53&from=from_esf_List_search&index=57,2025-11-28 12:20:51
1室2厅1卫1厨1阳,638,万,79661元/㎡,1室2厅1卫,80.09,南北,中层(共25层),2019,富力城(D区),朝阳,双井,朝阳 双井 东三环中路35号,南北 近地铁,https://bj.58.com/ershoufang/3048213009080322x.shtml?auction=201&hpType=60&entry=102&position=54&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_54&from=from_esf_List_search&index=58,2025-11-28 12:20:51
万科物业推荐好房  万科星园西南一居出售观景奥森,399,万,61197元/㎡,1室2厅1卫,65.2,西南,低层(共28层),2004,万科星园,朝阳,奥林匹克公园,朝阳 奥林匹克公园 安立路,西南 热门小区 满五 房东急售,https://bj.58.com/ershoufang/4325150263009281x.shtml?auction=220&hpType=60&entry=102&position=55&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_55&from=from_esf_List_search&index=59,2025-11-28 12:20:51
小关北里 看房方便带电梯大两居 南北通透 客厅可摆放沙发电视,319,万,53922元/㎡,2室1厅1卫,59.16,南北,中层(共14层),1995,小关北里,朝阳,惠新西街,朝阳 惠新西街 惠新西街23号,南北 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4315506196945922x.shtml?auction=201&hpType=60&entry=102&position=56&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_56&from=from_esf_List_search&index=60,2025-11-28 12:20:51
清河鹍鹏小区3室1厅,350,万,39670元/㎡,3室1厅1卫,88.23,南北,低层(共6层),1998,鹍鹏小区,海淀,清河,海淀 清河 京藏高速,南北 近地铁 采光较好,https://bj.58.com/ershoufang/4186354690288655x.shtml?auction=201&hpType=60&entry=102&position=57&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_57&from=from_esf_List_search&index=61,2025-11-28 12:20:51
新上 二环边龙潭湖公园旁芳城园一区 东南把边三居 随时看房！,408,万,42589元/㎡,3室1厅1卫,95.8,东南,高层(共27层),1993,芳城园(一区),丰台,方庄,丰台 方庄 方庄路,东南 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/3359369830965258x.shtml?auction=201&hpType=60&entry=102&position=58&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_58&from=from_esf_List_search&index=62,2025-11-28 12:20:51
三环13年次新板楼 首城聚焦必看两居 双卧采光无遮挡,650,万,78598元/㎡,2室2厅1卫,82.7,东南,低层(共20层),2012,首城国际,朝阳,双井,朝阳 双井 广渠路36号,东南 满五年 近地铁,https://bj.58.com/ershoufang/4278635881896967x.shtml?auction=201&hpType=60&entry=102&position=59&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_59&from=from_esf_List_search&index=63,2025-11-28 12:20:51
清盘  ！通州副中心，精装电梯洋房，客厅大面宽，可看实体房,252,万,32201元/㎡,2室2厅1卫,78.26,南北,中层(共8层),2024,金地北京壹街区(2号院),通州,宋庄,通州 宋庄 林韵东路2号,南北 唯一住房 次新房 户型方正,https://bj.58.com/ershoufang/3985069099019268x.shtml?auction=201&hpType=60&entry=102&position=60&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_60&from=from_esf_List_search&index=64,2025-11-28 12:20:51
海淀嘉郡 2居室 精装 85平 电梯房 看房方便,335,万,39412元/㎡,2室1厅1卫,85,南,中层(共16层),2016,海淀嘉郡,海淀,上庄,海淀 上庄 上庄路,南 热门小区 配套成熟 优势户型,https://bj.58.com/ershoufang/4111092172086274x.shtml?auction=220&hpType=60&entry=102&position=61&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_61&from=from_esf_List_search&index=65,2025-11-28 12:20:51
急急急褡裢  铁站单价3万全南两居室有钥匙,260,万,32119元/㎡,2室1厅1卫,80.95,南,中层(共27层),2013,泰福苑(三区),朝阳,定福庄,朝阳 定福庄 朝阳北路,南 有电梯 近地铁 采光较好,https://bj.58.com/ershoufang/4318026725841925x.shtml?auction=201&hpType=60&entry=102&position=62&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_62&from=from_esf_List_search&index=66,2025-11-28 12:20:51
林肯公园高层南北两居,470,万,50338元/㎡,2室1厅1卫,93.37,南北,高层(共20层),2014,林肯公园C区,大兴,亦庄,大兴 亦庄 文化园西路8号,南北 近地铁 户型方正,https://bj.58.com/ershoufang/4179510574341125x.shtml?auction=201&hpType=60&entry=102&position=63&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_63&from=from_esf_List_search&index=67,2025-11-28 12:20:51
九棵树(家乐福)K2玉兰湾2室1厅,360,万,39388元/㎡,2室1厅1卫,91.4,南,低层(共27层),2016,K2玉兰湾,通州,九棵树,通州 九棵树 怡乐北街,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4095558860774408x.shtml?auction=201&hpType=60&entry=102&position=64&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_64&from=from_esf_List_search&index=68,2025-11-28 12:20:51
恋日嘉园！草桥729澫！次顶层大四居！南北通透！刷卡入户！,729,万,41341元/㎡,4室2厅2卫,176.34,南北,中层(共12层),2001,恋日嘉园(一期),丰台,草桥,丰台 草桥 镇国寺北街,南北 满五年 近地铁,https://bj.58.com/ershoufang/4321024601631745x.shtml?auction=201&hpType=60&entry=102&position=65&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_65&from=from_esf_List_search&index=69,2025-11-28 12:20:51
汇景苑三区 南向两居采光好，看房方便有钥匙随时看房,309,万,35583元/㎡,2室1厅1卫,86.84,南,低层(共29层),2016,汇景苑三区,朝阳,东坝,朝阳 东坝 平房路,南 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4057668569979905x.shtml?auction=201&hpType=60&entry=102&position=66&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_66&from=from_esf_List_search&index=70,2025-11-28 12:20:51
十年不出一套的户型 安贞医院家属楼 来搂一眼,475,万,70267元/㎡,2室1厅2卫,67.6,南,中层(共18层),1996,安贞里(四区),朝阳,安贞,朝阳 安贞 安贞路,南 优势户型 公摊小 房东急售,https://bj.58.com/ershoufang/4313433997417483x.shtml?auction=220&hpType=60&entry=102&position=67&kwtype=filter&now_time=1764303653&typecode=220&spread=filtersearch_c&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_67&from=from_esf_List_search&index=71,2025-11-28 12:20:51
常营住欣家园西区2室1厅 板楼 两梯四户,195,万,27921元/㎡,2室1厅1卫,69.84,东西,低层(共14层),2010,住欣家园(西区),朝阳,常营,"朝阳 常营 朝阳北路,近常新路",东西 满五年 近地铁 采光较好,https://bj.58.com/ershoufang/4114297597811725x.shtml?auction=201&hpType=60&entry=102&position=68&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_68&from=from_esf_List_search&index=72,2025-11-28 12:20:51
新桥大街61号院复式，适合一家人住，满五  商品房,230,万,17172元/㎡,4室1厅1卫,133.94,南北,高层(共7层),1995,新桥大街61号院,门头沟,大峪,门头沟 大峪 新桥大街61号,南北 满五年 多人关注,https://bj.58.com/ershoufang/3783040637559820x.shtml?auction=201&hpType=60&entry=102&position=69&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_69&from=from_esf_List_search&index=73,2025-11-28 12:20:51
高层2居看朝阳公园，层高3.1 ，方正通透，地暖，观湖国际,870,万,68504元/㎡,2室2厅2卫,127,东西,高层(共29层),2006,国兴观湖国际(北院),朝阳,朝阳公园,朝阳 朝阳公园 东四环北路88号,东西 近地铁 绿化率高 采光较好,https://bj.58.com/ershoufang/4282378141572096x.shtml?auction=201&hpType=60&entry=102&position=70&kwtype=filter&now_time=1764303653&typecode=201&spread=filtersearch_p&epauction=&stats_key=00c06d49-4990-4cb4-b932-07cada50c566_70&from=from_esf_List_search&index=74,2025-11-28 12:20:51
